ID,연령,결혼여부,학력,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,과거통화횟수,요일,경제활동,사용금액,사용횟수,연락월,Target
16553,35,결혼,고졸,없음,없음,유선전화,1356,3,0,금,경제활동인구,573774,29337,5,1
16554,32,결혼,석박사,없음,없음,휴대폰,167,2,0,토,경제활동인구,573774,29337,5,0
16555,34,결혼,대졸학사,대출있음,없음,휴대폰,183,1,0,금,경제활동인구,573774,29337,6,0
16556,40,이혼,석박사,없음,없음,휴대폰,122,2,0,목,경제활동인구,573774,29337,6,0
16557,26,미혼,고졸,대출있음,대출있음,휴대폰,687,2,0,월,경제활동인구,573774,29337,7,1
16558,24,미혼,석박사,대출있음,없음,휴대폰,349,1,0,금,경제활동인구,573774,29337,7,0
16559,30,결혼,고졸,없음,없음,휴대폰,80,1,0,목,경제활동인구,573774,29337,8,0
16560,38,결혼,석박사,없음,없음,유선전화,56,1,0,화,경제활동인구,573774,29337,8,0
16561,43,미혼,고졸,대출있음,없음,휴대폰,982,1,0,토,경제활동인구,573774,29337,9,1
16562,38,결혼,검정고시,대출있음,없음,휴대폰,353,1,0,금,경제활동인구,573774,29337,9,0
16563,52,결혼,중졸,없음,없음,휴대폰,479,2,0,금,비경제활동인구,573774,29337,10,0
16564,30,결혼,대졸학사,없음,없음,휴대폰,344,2,0,화,경제활동인구,573774,29337,10,0
16565,48,결혼,대졸학사,대출있음,없음,휴대폰,216,3,0,토,경제활동인구,573774,29337,12,0
16566,56,결혼,대졸학사,없음,없음,휴대폰,442,2,0,화,경제활동인구,573774,29337,12,0
16567,26,결혼,고졸,없음,없음,휴대폰,878,2,0,월,경제활동인구,573774,29337,12,1
16568,55,결혼,대졸학사,없음,없음,휴대폰,988,1,0,토,비경제활동인구,573774,29337,2,1
16569,44,미혼,석박사,대출있음,없음,휴대폰,90,1,0,목,경제활동인구,573774,29337,2,0
16570,49,이혼,전문학교,없음,없음,휴대폰,123,2,0,일,경제활동인구,573774,29337,2,0
16571,29,미혼,석박사,없음,없음,휴대폰,43,8,0,일,경제활동인구,573774,29337,10,0
16572,29,미혼,고졸,없음,없음,휴대폰,269,1,0,토,경제활동인구,573774,29337,1,0
16573,29,결혼,석박사,없음,없음,휴대폰,462,2,0,월,경제활동인구,573774,29337,5,0
16574,32,미혼,전문학교,없음,없음,휴대폰,590,3,0,월,경제활동인구,573774,29337,8,1
16575,44,미혼,고졸,대출있음,없음,휴대폰,50,5,0,금,경제활동인구,573774,29337,10,0
16576,35,이혼,대졸학사,없음,대출있음,휴대폰,654,2,0,토,경제활동인구,573774,29337,1,1
16577,37,미혼,전문학교,없음,대출있음,휴대폰,96,2,0,금,경제활동인구,573774,29337,1,0
16578,31,결혼,중졸,대출있음,없음,휴대폰,158,1,0,일,경제활동인구,573774,29337,2,0
16579,31,결혼,중졸,없음,없음,휴대폰,99,2,0,토,경제활동인구,573774,29337,3,0
16580,38,결혼,대졸학사,대출있음,없음,유선전화,83,4,0,수,경제활동인구,573774,29337,4,0
16581,52,결혼,석박사,없음,없음,휴대폰,191,1,0,화,경제활동인구,573774,29337,5,0
16582,57,결혼,중졸,대출있음,없음,휴대폰,631,1,0,화,경제활동인구,573774,29337,5,0
16583,48,이혼,대졸학사,대출있음,없음,휴대폰,246,2,0,수,경제활동인구,573774,29337,6,0
16584,49,결혼,석박사,없음,없음,휴대폰,394,2,0,금,경제활동인구,573774,29337,7,0
16585,43,이혼,전문학교,대출있음,대출있음,휴대폰,200,1,0,토,경제활동인구,573774,29337,7,0
16586,54,이혼,중졸,대출있음,대출있음,휴대폰,78,3,0,금,비경제활동인구,573774,29337,8,0
16587,53,이혼,대졸학사,대출있음,없음,휴대폰,62,4,0,화,비경제활동인구,573774,29337,9,0
16588,54,결혼,전문학교,없음,없음,유선전화,28,2,0,일,미확인,573774,29337,10,0
16589,44,결혼,전문학교,없음,없음,휴대폰,153,3,0,금,미확인,573774,29337,10,0
16590,33,미혼,대졸학사,대출있음,없음,휴대폰,65,1,0,토,경제활동인구,573774,29337,11,0
16591,23,미혼,전문학교,없음,대출있음,휴대폰,207,1,0,일,경제활동인구,573774,29337,12,0
16592,29,결혼,전문학교,없음,없음,휴대폰,468,3,0,화,경제활동인구,573774,29337,12,0
16593,30,결혼,대졸학사,대출있음,없음,휴대폰,171,1,0,토,미확인,573774,29337,3,0
16594,41,결혼,검정고시,없음,없음,휴대폰,56,2,0,월,비경제활동인구,573774,29337,7,0
16595,30,미혼,대졸학사,대출있음,없음,휴대폰,89,1,0,화,경제활동인구,573774,29337,12,0
16596,50,결혼,대졸학사,없음,없음,휴대폰,536,1,0,월,경제활동인구,573774,29337,1,0
16597,33,결혼,대졸학사,없음,없음,휴대폰,148,1,0,금,경제활동인구,573774,29337,2,0
16598,57,미혼,대졸학사,없음,없음,휴대폰,105,1,0,금,경제활동인구,573774,29337,3,0
16599,45,결혼,중졸,없음,없음,휴대폰,191,1,0,금,경제활동인구,573774,29337,3,0
16600,52,결혼,검정고시,대출있음,없음,휴대폰,100,1,0,목,경제활동인구,573774,29337,4,0
16601,36,결혼,석박사,대출있음,없음,휴대폰,45,1,0,토,경제활동인구,573774,29337,4,0
16602,53,결혼,중졸,대출있음,없음,휴대폰,182,1,0,목,경제활동인구,573774,29337,5,0
16603,31,미혼,전문학교,없음,없음,휴대폰,191,1,0,토,경제활동인구,573774,29337,6,0
16604,45,결혼,중졸,없음,없음,휴대폰,97,2,0,월,경제활동인구,573774,29337,6,0
16605,56,결혼,대졸학사,대출있음,대출있음,휴대폰,287,1,0,화,경제활동인구,573774,29337,7,0
16606,54,결혼,중졸,대출있음,대출있음,휴대폰,111,1,0,일,경제활동인구,573774,29337,7,0
16607,58,이혼,대졸학사,대출있음,없음,휴대폰,86,2,0,화,경제활동인구,573774,29337,8,0
16608,54,결혼,석박사,없음,없음,휴대폰,478,1,0,월,경제활동인구,573774,29337,9,0
16609,34,이혼,대졸학사,대출있음,없음,휴대폰,111,4,0,일,경제활동인구,573774,29337,9,0
16610,32,미혼,석박사,대출있음,없음,휴대폰,87,5,0,금,경제활동인구,573774,29337,10,0
16611,32,결혼,대졸학사,대출있음,없음,휴대폰,126,3,0,수,경제활동인구,573774,29337,11,0
16612,31,결혼,대졸학사,없음,대출있음,휴대폰,438,1,0,토,경제활동인구,573774,29337,12,0
16613,31,미혼,대졸학사,없음,없음,휴대폰,68,4,0,화,경제활동인구,573774,29337,1,0
16614,48,결혼,전문학교,없음,없음,휴대폰,184,2,0,금,경제활동인구,573774,29337,2,0
16615,30,결혼,대졸학사,대출있음,대출있음,휴대폰,37,3,0,일,경제활동인구,573774,29337,2,0
16616,30,미혼,석박사,대출있음,없음,휴대폰,121,1,0,월,경제활동인구,573774,29337,1,0
16617,31,미혼,석박사,없음,없음,휴대폰,231,3,0,목,경제활동인구,573774,29337,3,0
16618,56,결혼,미확인,없음,대출있음,휴대폰,115,1,0,화,비경제활동인구,573774,29337,5,0
16619,59,결혼,고졸,없음,없음,휴대폰,186,1,0,목,경제활동인구,573774,29337,7,0
16620,41,결혼,대졸학사,대출있음,없음,휴대폰,145,4,0,금,경제활동인구,573774,29337,8,0
16621,52,결혼,석박사,대출있음,대출있음,휴대폰,84,3,0,월,경제활동인구,573774,29337,9,0
16622,50,결혼,중졸,없음,없음,유선전화,39,3,0,화,경제활동인구,573774,29337,12,0
16623,54,이혼,대졸학사,없음,대출있음,휴대폰,121,1,0,월,경제활동인구,573774,29337,1,0
16624,40,미혼,대졸학사,대출있음,없음,유선전화,554,5,0,금,경제활동인구,573774,29337,2,0
16625,46,결혼,고졸,없음,없음,휴대폰,70,6,0,일,경제활동인구,573774,29337,1,0
16626,54,결혼,전문학교,대출있음,없음,휴대폰,95,1,0,수,경제활동인구,573774,29337,2,0
16627,37,미혼,전문학교,대출있음,없음,유선전화,313,1,0,금,경제활동인구,573774,29337,3,1
16628,40,결혼,고졸,대출있음,없음,휴대폰,146,1,0,목,경제활동인구,573774,29337,3,0
16629,55,결혼,중졸,없음,없음,휴대폰,330,2,0,일,경제활동인구,573774,29337,4,0
16630,43,이혼,전문학교,없음,없음,휴대폰,92,3,0,금,경제활동인구,573774,29337,6,0
16631,43,결혼,전문학교,없음,없음,휴대폰,127,1,0,수,경제활동인구,573774,29337,7,0
16632,43,미혼,중졸,대출있음,없음,휴대폰,175,1,1,금,경제활동인구,573774,29337,8,0
16633,37,미혼,대졸학사,없음,없음,휴대폰,199,1,0,목,경제활동인구,573774,29337,8,0
16634,35,결혼,전문학교,없음,대출있음,휴대폰,140,2,1,월,경제활동인구,573774,29337,9,0
16635,38,결혼,전문학교,대출있음,없음,휴대폰,126,3,0,수,경제활동인구,573774,29337,10,0
16636,31,미혼,전문학교,대출있음,없음,휴대폰,180,3,0,금,경제활동인구,573774,29337,11,0
16637,30,결혼,대졸학사,대출있음,없음,휴대폰,154,1,0,토,경제활동인구,573774,29337,12,0
16638,36,미혼,대졸학사,대출있음,없음,휴대폰,911,1,0,토,경제활동인구,573774,29337,1,1
16639,34,결혼,대졸학사,대출있음,대출있음,휴대폰,147,1,0,금,경제활동인구,573774,29337,2,0
16640,34,결혼,전문학교,없음,없음,휴대폰,89,3,1,목,경제활동인구,573774,29337,1,0
16641,29,결혼,검정고시,없음,없음,휴대폰,314,2,1,수,경제활동인구,573774,29337,2,0
16642,31,미혼,대졸학사,대출있음,없음,휴대폰,463,1,0,수,경제활동인구,573774,29337,3,0
16643,50,이혼,전문학교,없음,없음,휴대폰,520,2,0,월,경제활동인구,573774,29337,4,0
16644,31,결혼,대졸학사,없음,없음,휴대폰,282,1,0,수,경제활동인구,573774,29337,5,0
16645,30,결혼,미확인,대출있음,없음,휴대폰,305,1,0,월,경제활동인구,573774,29337,7,0
16646,35,결혼,대졸학사,없음,없음,휴대폰,1145,4,0,수,경제활동인구,573774,29337,8,0
16647,38,결혼,고졸,없음,없음,휴대폰,738,2,0,목,경제활동인구,573774,29337,9,0
16648,45,결혼,고졸,대출있음,없음,휴대폰,66,1,1,금,경제활동인구,573774,29337,11,0
16649,32,미혼,고졸,없음,없음,휴대폰,84,2,0,토,경제활동인구,573774,29337,1,0
16650,52,이혼,대졸학사,없음,없음,휴대폰,185,2,0,금,경제활동인구,573774,29337,1,0
16651,48,결혼,대졸학사,없음,없음,휴대폰,634,4,0,월,경제활동인구,573774,29337,1,0
16652,26,미혼,고졸,대출있음,대출있음,휴대폰,78,4,1,수,비경제활동인구,573774,29337,2,0
16653,28,미혼,대졸학사,없음,없음,휴대폰,296,2,0,화,경제활동인구,573774,29337,2,1
16654,34,미혼,고졸,없음,없음,휴대폰,394,1,0,수,경제활동인구,573774,29337,3,0
16655,49,결혼,검정고시,대출있음,없음,휴대폰,219,2,0,토,경제활동인구,573774,29337,3,0
16656,46,결혼,전문학교,없음,없음,휴대폰,325,2,0,목,경제활동인구,573774,29337,4,0
16657,33,미혼,대졸학사,대출있음,없음,휴대폰,530,1,0,월,경제활동인구,573774,29337,5,1
16658,56,결혼,고졸,대출있음,없음,휴대폰,332,2,0,화,경제활동인구,573774,29337,6,0
16659,31,결혼,중졸,대출있음,없음,휴대폰,39,1,1,금,경제활동인구,573774,29337,7,0
16660,27,미혼,전문학교,없음,없음,유선전화,198,3,0,화,경제활동인구,573774,29337,7,0
16661,38,미혼,대졸학사,대출있음,없음,휴대폰,351,1,1,월,경제활동인구,573774,29337,8,0
16662,28,결혼,고졸,대출있음,없음,유선전화,254,1,0,목,경제활동인구,573774,29337,8,0
16663,29,미혼,전문학교,없음,없음,휴대폰,473,2,1,금,경제활동인구,573774,29337,9,0
16664,39,결혼,대졸학사,없음,대출있음,휴대폰,72,2,1,금,경제활동인구,573774,29337,9,0
16665,21,미혼,전문학교,없음,없음,휴대폰,258,4,1,금,비경제활동인구,573774,29337,11,0
16666,34,미혼,대졸학사,대출있음,없음,휴대폰,639,2,0,일,경제활동인구,573774,29337,12,0
16667,28,미혼,전문학교,없음,없음,휴대폰,97,1,0,금,미확인,573774,29337,12,1
16668,46,결혼,석박사,대출있음,없음,휴대폰,369,2,0,화,경제활동인구,573774,29337,1,1
16669,28,결혼,대졸학사,없음,없음,휴대폰,115,2,1,월,경제활동인구,573774,29337,2,0
16670,53,결혼,전문학교,대출있음,없음,휴대폰,383,2,1,월,경제활동인구,573774,29337,2,0
16671,40,미혼,전문학교,대출있음,없음,휴대폰,142,3,0,목,경제활동인구,573774,29337,2,0
16672,42,결혼,중졸,대출있음,없음,휴대폰,196,1,0,화,경제활동인구,573774,29337,3,0
16673,33,결혼,고졸,대출있음,없음,휴대폰,118,2,1,토,경제활동인구,573774,29337,4,0
16674,33,결혼,고졸,대출있음,없음,휴대폰,293,1,1,일,경제활동인구,573774,29337,5,0
16675,39,미혼,중졸,미확인,미확인,휴대폰,1079,3,0,목,경제활동인구,573774,29337,6,0
16676,37,결혼,전문학교,없음,없음,휴대폰,317,1,1,금,경제활동인구,573774,29337,6,0
16677,41,결혼,중졸,대출있음,없음,휴대폰,187,8,0,목,경제활동인구,573774,29337,7,0
16678,34,미혼,미확인,대출있음,없음,휴대폰,172,1,1,월,경제활동인구,573774,29337,8,0
16679,40,결혼,대졸학사,대출있음,없음,휴대폰,188,1,0,일,경제활동인구,573774,29337,9,0
16680,36,미혼,중졸,없음,대출있음,휴대폰,178,3,0,월,경제활동인구,573774,29337,10,0
16681,33,미혼,중졸,없음,대출있음,휴대폰,328,2,1,수,경제활동인구,573774,29337,11,0
16682,39,결혼,석박사,대출있음,없음,휴대폰,346,1,1,월,경제활동인구,573774,29337,1,0
16683,33,결혼,고졸,대출있음,없음,휴대폰,656,1,0,월,경제활동인구,573774,29337,1,1
16684,38,결혼,전문학교,미확인,미확인,휴대폰,295,2,0,수,경제활동인구,573774,29337,3,0
16685,25,결혼,대졸학사,없음,없음,휴대폰,496,1,0,금,경제활동인구,573774,29337,5,0
16686,37,결혼,고졸,없음,없음,휴대폰,214,8,1,토,경제활동인구,573774,29337,6,0
16687,28,미혼,석박사,대출있음,없음,휴대폰,240,1,0,목,경제활동인구,573774,29337,8,0
16688,54,결혼,검정고시,대출있음,없음,휴대폰,142,5,0,금,경제활동인구,573774,29337,9,0
16689,43,미혼,대졸학사,없음,없음,휴대폰,107,1,0,수,경제활동인구,573774,29337,11,0
16690,33,미혼,중졸,없음,없음,휴대폰,209,1,0,토,경제활동인구,573774,29337,1,0
16691,31,결혼,석박사,대출있음,없음,휴대폰,80,1,1,목,경제활동인구,573774,29337,1,0
16692,35,결혼,대졸학사,대출있음,없음,휴대폰,57,5,0,금,경제활동인구,573774,29337,8,0
16693,23,결혼,고졸,대출있음,없음,휴대폰,413,1,1,금,경제활동인구,573774,29337,1,0
16694,35,결혼,대졸학사,없음,대출있음,휴대폰,261,1,0,일,경제활동인구,573774,29337,1,0
16695,34,미혼,전문학교,대출있음,없음,휴대폰,937,3,0,토,미확인,573774,29337,3,1
16696,27,결혼,고졸,대출있음,없음,휴대폰,285,2,0,토,경제활동인구,573774,29337,4,0
16697,25,미혼,전문학교,없음,없음,휴대폰,566,1,1,월,경제활동인구,573774,29337,5,0
16698,31,미혼,고졸,대출있음,없음,휴대폰,42,1,0,목,경제활동인구,573774,29337,6,0
16699,31,미혼,고졸,없음,없음,휴대폰,59,1,1,금,경제활동인구,573774,29337,7,0
16700,39,결혼,중졸,대출있음,없음,유선전화,427,2,1,금,경제활동인구,573774,29337,8,0
16701,53,결혼,대졸학사,없음,없음,휴대폰,136,1,1,화,경제활동인구,573774,29337,10,0
16702,50,결혼,석박사,대출있음,대출있음,휴대폰,151,1,0,수,경제활동인구,573774,29337,11,0
16703,54,결혼,대졸학사,없음,없음,휴대폰,169,1,1,토,경제활동인구,573774,29337,12,0
16704,31,미혼,고졸,대출있음,대출있음,휴대폰,156,4,0,월,경제활동인구,573774,29337,1,0
16705,38,미혼,대졸학사,대출있음,대출있음,유선전화,193,4,0,화,경제활동인구,573774,29337,2,0
16706,47,결혼,전문학교,대출있음,대출있음,휴대폰,398,1,1,금,경제활동인구,573774,29337,1,0
16707,24,미혼,고졸,대출있음,없음,휴대폰,61,3,0,금,경제활동인구,573774,29337,3,0
16708,48,결혼,대졸학사,대출있음,없음,휴대폰,316,2,0,일,경제활동인구,573774,29337,5,1
16709,36,미혼,대졸학사,대출있음,없음,휴대폰,260,2,0,목,경제활동인구,573774,29337,7,0
16710,61,결혼,중졸,없음,없음,휴대폰,62,1,0,수,경제활동인구,573774,29337,9,0
16711,27,결혼,석박사,대출있음,없음,휴대폰,492,1,0,토,경제활동인구,573774,29337,11,0
16712,37,결혼,전문학교,대출있음,대출있음,휴대폰,123,2,0,월,경제활동인구,573774,29337,1,0
16713,56,결혼,대졸학사,대출있음,없음,유선전화,218,5,0,월,경제활동인구,573774,29337,1,0
16714,21,미혼,전문학교,없음,없음,휴대폰,110,2,0,수,경제활동인구,573774,29337,1,0
